Malaysia & Singapore,New,Order,Family,Full Location,Date,ID,Location,Rarity,Fam,Freq,Features,Key,Category 1,Category 2,Photo,SGroup
Medium Egret,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-049,2026-08-10,2694,S-SBuloh,C-049,,1,,1,Sing only,,Yes,Waterbirds
Gray Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-021,2026-08-10,2696,S-SBuloh,C-021,,2,,1,Sing only,,Yes,Waterbirds
Gray Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-KL-FRIM-Aug-077,2026-08-17,2696,FRIM,I-077,,2,,2,,,Yes,Waterbirds
Purple Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-038,2026-08-10,2699,S-SBuloh,C-038,,4,,1,,,Yes,Waterbirds
Purple Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-KL-FRIM-Aug-056,2026-08-17,2699,FRIM,C-056,,4,,2,,,Yes,Waterbirds
Purple Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-PalauUbin-Aug-068,2026-08-10,2699,S-PUbin,I-068,,4,,3,,,Yes,Waterbirds
Purple Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-SepilokRDC-Aug-142,2026-08-10,2699,Sepilok,I-142,,4,,4,,,Yes,Waterbirds
Great-billed Heron,Yes,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-070,2026-08-10,2702,S-SBuloh,C-070,,2,,1,Sing only,,,Waterbirds
Great-billed Heron,Yes,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-PalauUbin-Aug-074,2026-08-10,2702,S-PUbin,I-074,,2,,2,Sing only,,,Waterbirds
Osprey,No,ACCIPITRIFORMES,Osprey,SG-SungeiBuloh-Aug-123,2026-08-10,2723,S-SBuloh,I-123,,1,,1,Sing only,Infrequent,Yes,Raptors
Oriental Honey-buzzard,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-SungeiBuloh-Aug-111,2026-08-10,2746,S-SBuloh,I-111,,2,,1,,,,Raptors
Oriental Honey-buzzard,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-148,2026-08-10,2746,Sepilok,I-148,,2,,2,,,,Raptors
Crested Serpent-Eagle,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-KL-FRIM-Aug-037,2026-08-17,2770,FRIM,C-037,,3,,1,,,,Raptors
Crested Serpent-Eagle,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-095,2026-08-10,2770,Sepilok,C-095,,3,,2,,,,Raptors
Crested Serpent-Eagle,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-TemanNegara-Aug-114,2026-08-10,2770,Mutiara,I-114,,3,,3,,,,Raptors
Wallace's Hawk-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-013,2026-08-10,2783,Sepilok,C-013,,1,,1,Sepilok only,,,Raptors
Changeable Hawk-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-PalauUbin-Aug-046,2026-08-10,2791,S-PUbin,C-046,,4,"Massive rounded wings. Pale morph: dark brown, white breast with dark streaks; juvenile much paler. Dark morph: dark all over with paler outer feathers in flight. ",1,,,,Raptors
Changeable Hawk-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-SungeiBuloh-Aug-046,2026-08-10,2791,S-SBuloh,C-046,,4,,2,,,,Raptors
Changeable Hawk-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-TemanNegara-Aug-101,2026-08-10,2791,Mutiara,I-101,,4,,3,,,,Raptors
Changeable Hawk-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-143,2026-08-10,2791,Sepilok,I-143,,4,,4,,,,Raptors
Rufous-bellied Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-123,2026-08-10,2797,Sepilok,I-123,,1,,1,Sepilok only,Infrequent,,Raptors
Crested Goshawk,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-KL-FRIM-Aug-068,2026-08-17,2824,FRIM,I-068,,3,,1,,Infrequent,Yes,Raptors
Crested Goshawk,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-PalauUbin-Aug-076,2026-08-10,2824,S-PUbin,I-076,,3,,2,,Infrequent,Yes,Raptors
Crested Goshawk,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-118,2026-08-10,2824,Sepilok,I-118,,3,,3,,Infrequent,Yes,Raptors
Brahminy Kite,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-KL-FRIM-Aug-023,2026-08-17,2901,FRIM,C-023,,4,,1,,,,Raptors
Brahminy Kite,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-PalauUbin-Aug-029,2026-08-10,2901,S-PUbin,C-029,,4,,2,,,,Raptors
Brahminy Kite,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-SungeiBuloh-Aug-031,2026-08-10,2901,S-SBuloh,C-031,,4,,3,,,,Raptors
Brahminy Kite,No,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-065,2026-08-10,2901,Sepilok,C-065,,4,,4,,,,Raptors
White-bellied Sea-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-PalauUbin-Aug-021,2026-08-10,2909,S-PUbin,C-021,,3,"Enormous and distinct raptor. Strong V in flight. White body and forewings, dark flight feathers.",1,,,,Raptors
White-bellied Sea-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-SungeiBuloh-Aug-026,2026-08-10,2909,S-SBuloh,C-026,,3,,2,,,,Raptors
White-bellied Sea-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-SepilokRDC-Aug-108,2026-08-10,2909,Sepilok,C-108,,3,,3,,,,Raptors
Lesser Fish-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",MY-TemanNegara-Aug-158,2026-08-10,2911,Mutiara,I-158,,1,,1,Mutiara only,Infrequent,,Raptors
Gray-headed Fish-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-SungeiBuloh-Aug-064,2026-08-10,2912,S-SBuloh,C-064,,2,Mostly brown and white. Stark contrast between brown body & white belly/tail. Broad black bar at end of tail. Juvenile paler with more streaks and barring. Forages near water.,1,Sing only,,,Raptors
Gray-headed Fish-Eagle,Yes,ACCIPITRIFORMES,"Hawks, Eagles, and Kites",SG-PalauUbin-Aug-097,2026-08-10,2912,S-PUbin,I-097,,2,,2,Sing only,,,Raptors
Reddish Scops-Owl,Yes,STRIGIFORMES,Owls,MY-TemanNegara-Aug-131,2026-08-10,2996,Mutiara,I-131,,1,,1,Mutiara only,Infrequent,,Raptors
Collared Scops-Owl,Yes,STRIGIFORMES,Owls,SG-PalauUbin-Aug-075,2026-08-10,3006,S-PUbin,I-075,,3,,1,,Infrequent,,Raptors
Collared Scops-Owl,Yes,STRIGIFORMES,Owls,MY-KL-FRIM-Aug-078,2026-08-17,3006,FRIM,I-078,,3,,2,,Infrequent,,Raptors
Collared Scops-Owl,Yes,STRIGIFORMES,Owls,SG-SungeiBuloh-Aug-116,2026-08-10,3006,S-SBuloh,I-116,,3,,3,,Infrequent,,Raptors
Buffy Fish-Owl,Yes,STRIGIFORMES,Owls,SG-PalauUbin-Aug-070,2026-08-10,3099,S-PUbin,I-070,,2,,1,Sing only,Infrequent,,Raptors
Buffy Fish-Owl,Yes,STRIGIFORMES,Owls,SG-SungeiBuloh-Aug-091,2026-08-10,3099,S-SBuloh,I-091,,2,,2,Sing only,Infrequent,,Raptors
Barred Eagle-Owl,Yes,STRIGIFORMES,Owls,MY-SepilokRDC-Aug-130,2026-08-10,3104,Sepilok,I-130,,1,,1,Sepilok only,Infrequent,,Raptors
Spotted Wood-Owl,Yes,STRIGIFORMES,Owls,SG-PalauUbin-Aug-059,2026-08-10,3153,S-PUbin,C-059,,1,,1,Sing only,,,Raptors
Brown Boobook,Yes,STRIGIFORMES,Owls,SG-SungeiBuloh-Aug-117,2026-08-10,3197,S-SBuloh,I-117,,1,,1,Sing only,Infrequent,,Raptors
Red-naped Trogon,Yes,TROGONIFORMES,Trogons,MY-SepilokRDC-Aug-081,2026-08-10,3236,Sepilok,C-081,,2,,1,,,,Others
Red-naped Trogon,Yes,TROGONIFORMES,Trogons,MY-TemanNegara-Aug-086,2026-08-10,3236,Mutiara,C-086,,2,,2,,,,Others
Diard's Trogon,Yes,TROGONIFORMES,Trogons,MY-SepilokRDC-Aug-056,2026-08-10,3237,Sepilok,C-056,,2,,1,,,,Others
Diard's Trogon,Yes,TROGONIFORMES,Trogons,MY-TemanNegara-Aug-133,2026-08-10,3237,Mutiara,I-133,,2,,2,,,,Others
Scarlet-rumped Trogon,Yes,TROGONIFORMES,Trogons,MY-SepilokRDC-Aug-144,2026-08-10,3241,Sepilok,I-144,,2,,1,,Infrequent,,Others
Scarlet-rumped Trogon,Yes,TROGONIFORMES,Trogons,MY-TemanNegara-Aug-160,2026-08-10,3241,Mutiara,I-160,,2,,2,,Infrequent,,Others
White-crowned Hornbill,Yes,BUCEROTIFORMES,Hornbills,MY-SepilokRDC-Aug-137,2026-08-10,3307,Sepilok,I-137,New,1,,1,Sepilok only,Infrequent,,Others
Helmeted Hornbill,Yes,BUCEROTIFORMES,Hornbills,MY-TemanNegara-Aug-136,2026-08-10,3320,Mutiara,I-136,New,1,,1,Mutiara only,,,Others
Rhinoceros Hornbill,Yes,BUCEROTIFORMES,Hornbills,MY-SepilokRDC-Aug-011,2026-08-10,3322,Sepilok,C-011,New,3,,1,,,,Others
Rhinoceros Hornbill,Yes,BUCEROTIFORMES,Hornbills,MY-TemanNegara-Aug-020,2026-08-10,3322,Mutiara,C-020,New,3,,2,,,,Others
